modified_date,modified_user,segment,rate_codes,new_rate,new_rate_sent,old_rate,old_rate_sent,rate_change
2024-07-15 09:11:42.279,Admin Arlo Hotels,Retail,MASTER,599,599,629.0,629.0,-30.0
2024-06-25 10:57:43.527,Admin Arlo Hotels,Retail,MASTER,629,629,629.0,629.0,0.0
2024-06-10 13:40:17.231,Admin Arlo Hotels,Retail,MASTER,629,629,619.0,619.0,10.0
2024-06-07 09:55:14.973,Admin Arlo Hotels,Retail,MASTER,619,619,589.0,589.0,30.0
2024-05-26 13:38:23.707,Admin Arlo Hotels,Retail,MASTER,589,589,559.0,559.0,30.0
2024-05-19 13:33:38.229,Admin Arlo Hotels,Retail,MASTER,559,559,559.0,559.0,0.0
2024-05-14 13:41:51.697,Admin Arlo Hotels,Retail,MASTER,559,559,559.0,559.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,559,559,559.0,559.0,0.0
2024-05-13 06:16:25.336,Admin Arlo Hotels,Retail,MASTER,559,559,559.0,559.0,0.0
2024-05-10 15:51:21.469,Admin Arlo Hotels,Retail,MASTER,559,559,559.0,559.0,0.0
2024-05-06 11:18:39.569,Daniel Parker,Retail,MASTER,559,559,699.0,699.0,-140.0
2024-05-02 13:38:19.818,Admin Arlo Hotels,Retail,MASTER,699,699,699.0,699.0,0.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,699,699,699.0,699.0,0.0
2024-04-18 09:48:00.614,Daniel Parker,Retail,MASTER,699,699,693.0,693.0,6.0
2024-01-03 10:20:16.225,Minerva Duran,Retail,MASTER,693,693,,,
2024-12-30 09:04:40.106,Daniel Parker,Retail,MASTER,299,299,319.0,319.0,-20.0
2024-12-29 09:52:10.928,Daniel Parker,Retail,MASTER,319,319,319.0,319.0,0.0
2024-12-28 07:43:54.253,Daniel Parker,Retail,MASTER,319,319,329.0,329.0,-10.0
2024-12-27 08:00:25.604,Daniel Parker,Retail,MASTER,329,329,369.0,369.0,-40.0
2024-12-26 08:38:31.929,Daniel Parker,Retail,MASTER,369,369,389.0,389.0,-20.0
2024-12-24 08:43:02.475,Daniel Parker,Retail,MASTER,389,389,339.0,339.0,50.0
2024-12-23 08:16:32.766,Daniel Parker,Retail,MASTER,339,339,339.0,339.0,0.0
2024-12-20 09:03:02.981,Daniel Parker,Retail,MASTER,339,339,359.0,359.0,-20.0
2024-12-19 11:21:43.217,Daniel Parker,Retail,MASTER,359,359,399.0,399.0,-40.0
2024-12-19 07:37:13.587,Daniel Parker,Retail,MASTER,399,399,439.0,439.0,-40.0
2024-12-18 08:38:03.237,Daniel Parker,Retail,MASTER,439,439,479.0,479.0,-40.0
2024-12-17 08:27:20.458,Daniel Parker,Retail,MASTER,479,479,499.0,499.0,-20.0
2024-12-16 11:41:20.458,Daniel Parker,Retail,MASTER,499,499,499.0,499.0,0.0
2024-12-12 09:06:53.489,Daniel Parker,Retail,MASTER,499,499,499.0,499.0,0.0
2024-12-09 10:29:21.615,Daniel Parker,Retail,MASTER,499,499,499.0,499.0,0.0
2024-12-05 10:52:29.972,Daniel Parker,Retail,MASTER,499,499,589.0,589.0,-90.0
2024-11-29 09:04:29.082,Daniel Parker,Retail,MASTER,589,589,589.0,589.0,0.0
2024-11-20 08:48:43.012,Daniel Parker,Retail,MASTER,589,589,579.0,579.0,10.0
2024-11-15 11:08:27.003,Daniel Parker,Retail,MASTER,579,579,549.0,549.0,30.0
2024-11-12 08:31:51.052,Daniel Parker,Retail,MASTER,549,549,499.0,499.0,50.0
2024-10-31 09:02:10.756,Daniel Parker,Retail,MASTER,499,499,509.0,509.0,-10.0
2024-10-30 22:42:00.980,Admin Arlo Hotels,Retail,MASTER,509,509,539.0,539.0,-30.0
2024-10-27 13:42:53.749,Admin Arlo Hotels,Retail,MASTER,539,539,599.0,599.0,-60.0
2024-10-18 22:49:00.767,Admin Arlo Hotels,Retail,MASTER,599,599,599.0,599.0,0.0
2024-10-12 22:40:15.317,Admin Arlo Hotels,Retail,MASTER,599,599,569.0,569.0,30.0
2024-10-01 13:36:55.674,Admin Arlo Hotels,Retail,MASTER,569,569,529.0,529.0,40.0
2024-09-24 04:30:31.922,Admin Arlo Hotels,Retail,MASTER,529,529,529.0,529.0,0.0
2024-09-17 22:57:29.873,Admin Arlo Hotels,Retail,MASTER,529,529,529.0,529.0,0.0
2024-09-17 09:08:18.499,Admin Arlo Hotels,Retail,MASTER,529,529,529.0,529.0,0.0
2024-09-06 13:36:06.371,Admin Arlo Hotels,Retail,MASTER,529,529,529.0,529.0,0.0
2024-07-28 22:40:18.462,Admin Arlo Hotels,Retail,MASTER,529,529,499.0,499.0,30.0
2024-07-22 09:14:01.183,Admin Arlo Hotels,Retail,MASTER,499,499,469.0,469.0,30.0
2024-06-25 10:57:43.527,Admin Arlo Hotels,Retail,MASTER,469,469,469.0,469.0,0.0
2024-06-18 22:42:49.144,Admin Arlo Hotels,Retail,MASTER,469,469,469.0,469.0,0.0
2024-06-07 09:55:14.973,Admin Arlo Hotels,Retail,MASTER,469,469,399.0,399.0,70.0
2024-05-14 13:41:51.697,Admin Arlo Hotels,Retail,MASTER,399,399,399.0,399.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,399,399,399.0,399.0,0.0
2024-05-13 06:16:25.336,Admin Arlo Hotels,Retail,MASTER,399,399,399.0,399.0,0.0
2024-05-10 15:51:21.469,Admin Arlo Hotels,Retail,MASTER,399,399,399.0,399.0,0.0
2024-05-06 11:18:39.569,Daniel Parker,Retail,MASTER,399,399,369.0,369.0,30.0
2024-05-02 13:38:19.818,Admin Arlo Hotels,Retail,MASTER,369,369,369.0,369.0,0.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,369,369,369.0,369.0,0.0
2024-04-18 09:48:00.614,Daniel Parker,Retail,MASTER,369,369,516.0,516.0,-147.0
2024-01-03 10:20:16.225,Minerva Duran,Retail,MASTER,516,516,,,
2024-12-29 09:52:10.928,Daniel Parker,Retail,MASTER,299,299,329.0,329.0,-30.0
2024-12-28 07:43:54.253,Daniel Parker,Retail,MASTER,329,329,349.0,349.0,-20.0
2024-12-26 08:38:31.929,Daniel Parker,Retail,MASTER,349,349,379.0,379.0,-30.0
2024-12-24 08:43:02.475,Daniel Parker,Retail,MASTER,379,379,319.0,319.0,60.0
2024-12-20 09:03:02.981,Daniel Parker,Retail,MASTER,319,319,359.0,359.0,-40.0
2024-12-19 11:21:43.217,Daniel Parker,Retail,MASTER,359,359,379.0,379.0,-20.0
2024-12-18 08:38:03.237,Daniel Parker,Retail,MASTER,379,379,419.0,419.0,-40.0
2024-12-17 08:27:20.458,Daniel Parker,Retail,MASTER,419,419,419.0,419.0,0.0
2024-12-16 11:41:20.458,Daniel Parker,Retail,MASTER,419,419,419.0,419.0,0.0
2024-12-11 08:48:04.567,Daniel Parker,Retail,MASTER,419,419,479.0,479.0,-60.0
2024-12-05 10:52:29.972,Daniel Parker,Retail,MASTER,479,479,569.0,569.0,-90.0
2024-11-20 08:48:43.012,Daniel Parker,Retail,MASTER,569,569,439.0,439.0,130.0
2024-11-04 10:08:44.186,Daniel Parker,Retail,MASTER,439,439,449.0,449.0,-10.0
2024-10-31 09:02:10.756,Daniel Parker,Retail,MASTER,449,449,449.0,449.0,0.0
2024-10-24 22:47:55.625,Admin Arlo Hotels,Retail,MASTER,449,449,499.0,499.0,-50.0
2024-10-18 22:49:00.767,Admin Arlo Hotels,Retail,MASTER,499,499,499.0,499.0,0.0
2024-10-12 13:33:45.222,Admin Arlo Hotels,Retail,MASTER,499,499,469.0,469.0,30.0
2024-09-24 04:30:31.922,Admin Arlo Hotels,Retail,MASTER,469,469,469.0,469.0,0.0
2024-09-17 22:57:29.873,Admin Arlo Hotels,Retail,MASTER,469,469,469.0,469.0,0.0
2024-09-06 13:36:06.371,Admin Arlo Hotels,Retail,MASTER,469,469,469.0,469.0,0.0
2024-08-25 13:32:10.030,Admin Arlo Hotels,Retail,MASTER,469,469,469.0,469.0,0.0
2024-06-25 10:57:43.527,Admin Arlo Hotels,Retail,MASTER,469,469,469.0,469.0,0.0
2024-06-18 22:42:49.144,Admin Arlo Hotels,Retail,MASTER,469,469,469.0,469.0,0.0
2024-06-07 09:55:14.973,Admin Arlo Hotels,Retail,MASTER,469,469,409.0,409.0,60.0
2024-05-24 13:05:30.237,Admin Arlo Hotels,Retail,MASTER,409,409,349.0,349.0,60.0
2024-05-14 13:41:51.697,Admin Arlo Hotels,Retail,MASTER,349,349,349.0,349.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,349,349,349.0,349.0,0.0
2024-05-13 06:16:25.336,Admin Arlo Hotels,Retail,MASTER,349,349,349.0,349.0,0.0
2024-05-10 15:51:21.469,Admin Arlo Hotels,Retail,MASTER,349,349,349.0,349.0,0.0
2024-04-29 13:39:58.075,Admin Arlo Hotels,Retail,MASTER,349,349,379.0,379.0,-30.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-04-18 09:48:00.614,Daniel Parker,Retail,MASTER,379,379,505.0,505.0,-126.0
2024-01-03 10:20:16.225,Minerva Duran,Retail,MASTER,505,505,,,
2024-12-28 07:43:54.253,Daniel Parker,Retail,MASTER,469,469,489.0,489.0,-20.0
2024-12-27 08:00:25.604,Daniel Parker,Retail,MASTER,489,489,519.0,519.0,-30.0
2024-12-26 08:38:31.929,Daniel Parker,Retail,MASTER,519,519,539.0,539.0,-20.0
2024-12-24 08:43:02.475,Daniel Parker,Retail,MASTER,539,539,469.0,469.0,70.0
2024-12-23 08:16:32.766,Daniel Parker,Retail,MASTER,469,469,429.0,429.0,40.0
2024-12-21 06:54:32.730,Daniel Parker,Retail,MASTER,429,429,459.0,459.0,-30.0
2024-12-20 09:03:02.981,Daniel Parker,Retail,MASTER,459,459,519.0,519.0,-60.0
2024-12-19 11:21:43.217,Daniel Parker,Retail,MASTER,519,519,579.0,579.0,-60.0
2024-12-19 07:37:13.587,Daniel Parker,Retail,MASTER,579,579,579.0,579.0,0.0
2024-12-18 08:38:03.237,Daniel Parker,Retail,MASTER,579,579,629.0,629.0,-50.0
2024-12-17 08:27:20.458,Daniel Parker,Retail,MASTER,629,629,639.0,639.0,-10.0
2024-12-16 11:41:20.458,Daniel Parker,Retail,MASTER,639,639,649.0,649.0,-10.0
2024-12-12 09:06:53.489,Daniel Parker,Retail,MASTER,649,649,649.0,649.0,0.0
2024-12-11 08:48:04.567,Daniel Parker,Retail,MASTER,649,649,669.0,669.0,-20.0
2024-12-09 10:29:21.615,Daniel Parker,Retail,MASTER,669,669,669.0,669.0,0.0
2024-12-05 10:52:29.972,Daniel Parker,Retail,MASTER,669,669,659.0,659.0,10.0
2024-12-03 08:48:11.171,Daniel Parker,Retail,MASTER,659,659,659.0,659.0,0.0
2024-11-22 09:56:11.820,Daniel Parker,Retail,MASTER,659,659,649.0,649.0,10.0
2024-10-28 09:51:42.149,Daniel Parker,Retail,MASTER,649,649,699.0,699.0,-50.0
2024-10-18 22:49:00.767,Admin Arlo Hotels,Retail,MASTER,699,699,699.0,699.0,0.0
2024-09-24 04:30:31.922,Admin Arlo Hotels,Retail,MASTER,699,699,699.0,699.0,0.0
2024-09-17 22:57:29.873,Admin Arlo Hotels,Retail,MASTER,699,699,699.0,699.0,0.0
2024-09-06 13:36:06.371,Admin Arlo Hotels,Retail,MASTER,699,699,699.0,699.0,0.0
2024-08-25 13:32:10.030,Admin Arlo Hotels,Retail,MASTER,699,699,699.0,699.0,0.0
2024-07-11 09:05:53.997,Admin Arlo Hotels,Retail,MASTER,699,699,729.0,729.0,-30.0
2024-06-25 10:57:43.527,Admin Arlo Hotels,Retail,MASTER,729,729,729.0,729.0,0.0
2024-06-06 13:36:38.111,Admin Arlo Hotels,Retail,MASTER,729,729,669.0,669.0,60.0
2024-05-24 12:31:00.225,Admin Arlo Hotels,Retail,MASTER,669,669,759.0,759.0,-90.0
2024-05-24 11:02:11.969,Admin Arlo Hotels,Retail,MASTER,759,759,659.0,659.0,100.0
2024-05-24 10:36:47.330,Admin Arlo Hotels,Retail,MASTER,659,659,559.0,559.0,100.0
2024-05-14 13:41:51.697,Admin Arlo Hotels,Retail,MASTER,559,559,559.0,559.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,559,559,559.0,559.0,0.0
2024-05-13 06:16:25.336,Admin Arlo Hotels,Retail,MASTER,559,559,559.0,559.0,0.0
2024-05-10 15:51:21.469,Admin Arlo Hotels,Retail,MASTER,559,559,559.0,559.0,0.0
2024-05-10 13:32:33.400,Admin Arlo Hotels,Retail,MASTER,559,559,559.0,559.0,0.0
2024-05-03 13:37:59.356,Admin Arlo Hotels,Retail,MASTER,559,559,569.0,569.0,-10.0
2024-05-02 13:38:19.818,Admin Arlo Hotels,Retail,MASTER,569,569,569.0,569.0,0.0
2024-04-29 13:39:58.075,Admin Arlo Hotels,Retail,MASTER,569,569,539.0,539.0,30.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,539,539,539.0,539.0,0.0
2024-04-18 09:48:00.614,Daniel Parker,Retail,MASTER,539,539,539.0,539.0,0.0
2024-03-29 10:00:57.500,Daniel Parker,Retail,MASTER,539,539,505.0,505.0,34.0
2024-01-03 10:20:16.225,Minerva Duran,Retail,MASTER,505,505,,,
2024-12-27 08:00:25.604,Daniel Parker,Retail,MASTER,489,489,489.0,489.0,0.0
2024-12-26 08:38:31.929,Daniel Parker,Retail,MASTER,489,489,519.0,519.0,-30.0
2024-12-24 08:43:02.475,Daniel Parker,Retail,MASTER,519,519,449.0,449.0,70.0
2024-12-23 08:16:32.766,Daniel Parker,Retail,MASTER,449,449,409.0,409.0,40.0
2024-12-21 06:54:32.730,Daniel Parker,Retail,MASTER,409,409,449.0,449.0,-40.0
2024-12-20 09:03:02.981,Daniel Parker,Retail,MASTER,449,449,509.0,509.0,-60.0
2024-12-19 11:21:43.217,Daniel Parker,Retail,MASTER,509,509,559.0,559.0,-50.0
2024-12-18 08:38:03.237,Daniel Parker,Retail,MASTER,559,559,609.0,609.0,-50.0
2024-12-17 08:27:20.458,Daniel Parker,Retail,MASTER,609,609,629.0,629.0,-20.0
2024-12-16 11:41:20.458,Daniel Parker,Retail,MASTER,629,629,629.0,629.0,0.0
2024-12-12 09:06:53.489,Daniel Parker,Retail,MASTER,629,629,629.0,629.0,0.0
2024-12-11 08:48:04.567,Daniel Parker,Retail,MASTER,629,629,659.0,659.0,-30.0
2024-12-05 10:52:29.972,Daniel Parker,Retail,MASTER,659,659,619.0,619.0,40.0
2024-11-27 08:15:16.150,Daniel Parker,Retail,MASTER,619,619,659.0,659.0,-40.0
2024-11-22 09:56:11.820,Daniel Parker,Retail,MASTER,659,659,649.0,649.0,10.0
2024-10-28 09:51:42.149,Daniel Parker,Retail,MASTER,649,649,699.0,699.0,-50.0
2024-09-24 04:30:31.922,Admin Arlo Hotels,Retail,MASTER,699,699,699.0,699.0,0.0
2024-09-17 22:57:29.873,Admin Arlo Hotels,Retail,MASTER,699,699,699.0,699.0,0.0
2024-09-06 13:36:06.371,Admin Arlo Hotels,Retail,MASTER,699,699,699.0,699.0,0.0
2024-08-25 13:32:10.030,Admin Arlo Hotels,Retail,MASTER,699,699,699.0,699.0,0.0
2024-07-11 09:05:53.997,Admin Arlo Hotels,Retail,MASTER,699,699,729.0,729.0,-30.0
2024-06-25 10:57:43.527,Admin Arlo Hotels,Retail,MASTER,729,729,729.0,729.0,0.0
2024-06-06 13:36:38.111,Admin Arlo Hotels,Retail,MASTER,729,729,669.0,669.0,60.0
2024-05-24 12:31:00.225,Admin Arlo Hotels,Retail,MASTER,669,669,759.0,759.0,-90.0
2024-05-24 11:02:11.969,Admin Arlo Hotels,Retail,MASTER,759,759,659.0,659.0,100.0
2024-05-24 10:36:47.330,Admin Arlo Hotels,Retail,MASTER,659,659,419.0,419.0,240.0
2024-05-14 13:41:51.697,Admin Arlo Hotels,Retail,MASTER,419,419,419.0,419.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,419,419,419.0,419.0,0.0
2024-05-13 06:16:25.336,Admin Arlo Hotels,Retail,MASTER,419,419,419.0,419.0,0.0
2024-05-10 15:51:21.469,Admin Arlo Hotels,Retail,MASTER,419,419,419.0,419.0,0.0
2024-05-10 13:32:33.400,Admin Arlo Hotels,Retail,MASTER,419,419,419.0,419.0,0.0
2024-05-02 13:38:19.818,Admin Arlo Hotels,Retail,MASTER,419,419,419.0,419.0,0.0
2024-04-30 22:42:14.143,Admin Arlo Hotels,Retail,MASTER,419,419,389.0,389.0,30.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,389,389,389.0,389.0,0.0
2024-04-18 09:48:00.614,Daniel Parker,Retail,MASTER,389,389,389.0,389.0,0.0
2024-03-29 10:00:57.500,Daniel Parker,Retail,MASTER,389,389,316.0,316.0,73.0
2024-01-03 10:20:16.225,Minerva Duran,Retail,MASTER,316,316,,,
2024-12-26 08:38:31.929,Daniel Parker,Retail,MASTER,319,319,349.0,349.0,-30.0
2024-12-24 08:43:02.475,Daniel Parker,Retail,MASTER,349,349,349.0,349.0,0.0
2024-12-23 08:16:32.766,Daniel Parker,Retail,MASTER,349,349,299.0,299.0,50.0
2024-12-19 11:21:43.217,Daniel Parker,Retail,MASTER,299,299,329.0,329.0,-30.0
2024-12-18 08:38:03.237,Daniel Parker,Retail,MASTER,329,329,349.0,349.0,-20.0
2024-12-17 08:27:20.458,Daniel Parker,Retail,MASTER,349,349,359.0,359.0,-10.0
2024-12-16 11:41:20.458,Daniel Parker,Retail,MASTER,359,359,359.0,359.0,0.0
2024-12-13 08:59:40.930,Daniel Parker,Retail,MASTER,359,359,389.0,389.0,-30.0
2024-12-11 08:48:04.567,Daniel Parker,Retail,MASTER,389,389,389.0,389.0,0.0
2024-12-05 10:52:29.972,Daniel Parker,Retail,MASTER,389,389,399.0,399.0,-10.0
2024-12-04 09:38:48.864,Daniel Parker,Retail,MASTER,399,399,399.0,399.0,0.0
2024-11-22 09:56:11.820,Daniel Parker,Retail,MASTER,399,399,349.0,349.0,50.0
2024-11-18 08:51:40.643,Daniel Parker,Retail,MASTER,349,349,349.0,349.0,0.0
2024-10-29 09:17:18.103,Daniel Parker,Retail,MASTER,349,349,359.0,359.0,-10.0
2024-10-26 22:37:41.381,Admin Arlo Hotels,Retail,MASTER,359,359,379.0,379.0,-20.0
2024-10-22 09:08:32.355,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-09-24 04:30:31.922,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-09-17 22:57:29.873,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-09-06 13:36:06.371,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-08-25 13:32:10.030,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-06-25 10:57:43.527,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-06-07 09:55:14.973,Admin Arlo Hotels,Retail,MASTER,379,379,349.0,349.0,30.0
2024-06-02 13:37:11.969,Admin Arlo Hotels,Retail,MASTER,349,349,349.0,349.0,0.0
2024-05-24 13:05:30.237,Admin Arlo Hotels,Retail,MASTER,349,349,329.0,329.0,20.0
2024-05-14 13:41:51.697,Admin Arlo Hotels,Retail,MASTER,329,329,329.0,329.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,329,329,329.0,329.0,0.0
2024-05-13 06:16:25.336,Admin Arlo Hotels,Retail,MASTER,329,329,329.0,329.0,0.0
2024-05-10 15:51:21.469,Admin Arlo Hotels,Retail,MASTER,329,329,329.0,329.0,0.0
2024-05-02 13:38:19.818,Admin Arlo Hotels,Retail,MASTER,329,329,329.0,329.0,0.0
2024-04-29 13:39:58.075,Admin Arlo Hotels,Retail,MASTER,329,329,349.0,349.0,-20.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,349,349,349.0,349.0,0.0
2024-04-18 09:48:00.614,Daniel Parker,Retail,MASTER,349,349,379.0,379.0,-30.0
2024-03-29 10:00:57.500,Daniel Parker,Retail,MASTER,379,379,305.0,305.0,74.0
2024-01-03 10:20:16.225,Minerva Duran,Retail,MASTER,305,305,,,
2024-12-24 08:43:02.475,Daniel Parker,Retail,MASTER,289,289,289.0,289.0,0.0
2024-12-23 08:16:32.766,Daniel Parker,Retail,MASTER,289,289,259.0,259.0,30.0
2024-12-21 06:54:32.730,Daniel Parker,Retail,MASTER,259,259,259.0,259.0,0.0
2024-12-19 11:21:43.217,Daniel Parker,Retail,MASTER,259,259,279.0,279.0,-20.0
2024-12-19 07:37:13.587,Daniel Parker,Retail,MASTER,279,279,279.0,279.0,0.0
2024-12-18 08:38:03.237,Daniel Parker,Retail,MASTER,279,279,309.0,309.0,-30.0
2024-12-17 08:27:20.458,Daniel Parker,Retail,MASTER,309,309,309.0,309.0,0.0
2024-12-16 11:41:20.458,Daniel Parker,Retail,MASTER,309,309,309.0,309.0,0.0
2024-12-13 08:59:40.930,Daniel Parker,Retail,MASTER,309,309,309.0,309.0,0.0
2024-12-09 10:29:21.615,Daniel Parker,Retail,MASTER,309,309,309.0,309.0,0.0
2024-12-05 10:52:29.972,Daniel Parker,Retail,MASTER,309,309,379.0,379.0,-70.0
2024-12-04 09:38:48.864,Daniel Parker,Retail,MASTER,379,379,379.0,379.0,0.0
2024-11-22 09:56:11.820,Daniel Parker,Retail,MASTER,379,379,319.0,319.0,60.0
2024-11-18 08:51:40.643,Daniel Parker,Retail,MASTER,319,319,319.0,319.0,0.0
2024-11-11 09:11:12.110,Daniel Parker,Retail,MASTER,319,319,319.0,319.0,0.0
2024-11-04 10:08:44.186,Daniel Parker,Retail,MASTER,319,319,319.0,319.0,0.0
2024-10-31 09:02:10.756,Daniel Parker,Retail,MASTER,319,319,329.0,329.0,-10.0
2024-10-29 09:17:18.103,Daniel Parker,Retail,MASTER,329,329,339.0,339.0,-10.0
2024-10-25 22:56:41.954,Admin Arlo Hotels,Retail,MASTER,339,339,379.0,379.0,-40.0
2024-10-22 09:08:32.355,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-09-24 04:30:31.922,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-09-17 22:57:29.873,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-09-06 13:36:06.371,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-06-25 10:57:43.527,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-06-07 09:55:14.973,Admin Arlo Hotels,Retail,MASTER,379,379,349.0,349.0,30.0
2024-06-02 13:37:11.969,Admin Arlo Hotels,Retail,MASTER,349,349,349.0,349.0,0.0
2024-05-24 13:05:30.237,Admin Arlo Hotels,Retail,MASTER,349,349,319.0,319.0,30.0
2024-05-14 13:41:51.697,Admin Arlo Hotels,Retail,MASTER,319,319,319.0,319.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,319,319,319.0,319.0,0.0
2024-05-13 06:16:25.336,Admin Arlo Hotels,Retail,MASTER,319,319,319.0,319.0,0.0
2024-05-10 15:51:21.469,Admin Arlo Hotels,Retail,MASTER,319,319,319.0,319.0,0.0
2024-05-02 13:38:19.818,Admin Arlo Hotels,Retail,MASTER,319,319,319.0,319.0,0.0
2024-04-29 13:39:58.075,Admin Arlo Hotels,Retail,MASTER,319,319,339.0,339.0,-20.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,339,339,339.0,339.0,0.0
2024-04-18 09:48:00.614,Daniel Parker,Retail,MASTER,339,339,339.0,339.0,0.0
2024-03-29 10:00:57.500,Daniel Parker,Retail,MASTER,339,339,305.0,305.0,34.0
2024-01-03 10:20:16.225,Minerva Duran,Retail,MASTER,305,305,,,
2024-12-24 08:43:02.475,Daniel Parker,Retail,MASTER,209,209,209.0,209.0,0.0
2024-12-23 08:16:32.766,Daniel Parker,Retail,MASTER,209,209,209.0,209.0,0.0
